Site ,Treatment ,Quadrat/Chamber #,Replicate #,PLOT,NDRE,NDVI,RE,NIR,R,LATITUDE,LONGITUDE,ELEVATION,HDOP,FIXTYPE,DATE,TIME,N,MAXNDRE,MAXNDVI,MINNDRE,MINNDVI,STDNDRE,STDNDVI,CVNDRE,CVNDVI,,,,,,,,,,,,,
PL,EX,Q2,3,35,0.2232,0.6615,20.769,32.707,6.664,68.56143,-149.484615,0.4,2.4, GPS         ,23/07/2021,10:34:40,48,0.2429,0.6853,0.1976,0.6453,0.0084,0.0074,0.0375,0.0111,,,,,,,,,,,,,
PL,EX,Q2,4,36,0.1881,0.4899,21.282,31.148,10.664,68.5614433,-149.48471,0.4,2.4, GPS         ,23/07/2021,10:34:55,63,0.2167,0.5145,0.1613,0.4531,0.01,0.0108,0.0533,0.022,,,,,,,,,,,,,
PL,EX,Q2,5,37,0.1931,0.5027,21.207,31.358,10.378,68.561515,-149.4848833,0.4,2.4, GPS         ,23/07/2021,10:35:08,60,0.2096,0.5154,0.174,0.4872,0.0078,0.0059,0.0405,0.0118,,,,,,,,,,,,,
PL,EX,Q2,6,38,0.2027,0.5637,21.064,31.779,8.868,68.5614366,-149.4845666,0.4,2.4, GPS         ,23/07/2021,10:35:20,53,0.2198,0.5795,0.1806,0.5476,0.0073,0.0075,0.0359,0.0134,,,,,,,,,,,,,
PL,EX,Q2,7,39,0.2041,0.5643,21.044,31.84,8.869,68.561455,-149.4847366,0.4,2.4, GPS         ,23/07/2021,10:35:32,37,0.2279,0.5881,0.1867,0.5484,0.009,0.0111,0.0439,0.0197,,,,,,,,,,,,,
PL,EX,Q2,8,40,0.2072,0.53,20.999,31.977,9.822,68.5614483,-149.4846283,0.4,2.4, GPS         ,23/07/2021,10:36:25,48,0.2297,0.5483,0.1932,0.516,0.0084,0.0085,0.0406,0.016,,,,,,,,,,,,,
PL,EX,Q3,1,41,0.2408,0.6066,20.576,33.688,8.214,68.5613116,-149.4847316,0.4,2.4, GPS         ,23/07/2021,10:36:38,48,0.2637,0.6217,-0.1525,0.3816,0.0576,0.0332,0.2394,0.0547,,,,,,,,,,,,,
PL,EX,Q3,2,42,0.222,0.598,20.786,32.648,8.212,68.5613566,-149.484755,0.4,2.4, GPS         ,23/07/2021,10:36:49,39,0.2373,0.607,0.2057,0.586,0.0062,0.0039,0.0279,0.0065,,,,,,,,,,,,,
PL,EX,Q3,3,43,0.2231,0.5971,20.77,32.702,8.249,68.561305,-149.48454,0.4,2.4, GPS         ,23/07/2021,10:37:04,44,0.2387,0.6088,0.208,0.5854,0.0076,0.0045,0.0338,0.0076,,,,,,,,,,,,,
PL,EX,Q3,4,44,0.226,0.656,20.729,32.835,6.822,68.5612683,-149.4843566,0.4,2.4, GPS         ,23/07/2021,10:37:18,50,0.2398,0.669,0.2061,0.6413,0.007,0.0057,0.0309,0.0087,,,,,,,,,,,,,
PL,EX,Q3,5,45,0.2278,0.6191,20.746,33.041,7.745,68.561185,-149.484455,0.4,2.4, GPS         ,23/07/2021,10:37:29,42,0.2502,0.6328,-0.1047,0.4461,0.0524,0.0275,0.2302,0.0444,,,,,,,,,,,,,
PL,EX,Q3,6,46,0.2132,0.5925,20.912,32.245,8.251,68.5610733,-149.4842216,0.4,2.4, GPS         ,23/07/2021,10:37:40,39,0.2323,0.6019,0.1936,0.5796,0.0071,0.0053,0.0332,0.009,,,,,,,,,,,,,
PL,EX,Q3,7,47,0.196,0.5263,21.164,31.484,9.77,68.5611566,-149.4843966,0.4,2.4, GPS         ,23/07/2021,10:37:52,44,0.2142,0.5427,0.1766,0.5065,0.0081,0.0071,0.0412,0.0135,,,,,,,,,,,,,
PL,EX,Q3,8,48,0.2128,0.5539,20.918,32.228,9.25,68.56119,-149.4843666,0.4,2.4, GPS         ,23/07/2021,10:39:18,52,0.2283,0.5826,0.1909,0.5356,0.0086,0.0095,0.0406,0.0171,,,,,,,,,,,,,
PL,EX,Q4,1,49,0.1967,0.518,21.153,31.513,10.006,68.5609483,-149.4842983,0.4,2.5, GPS         ,23/07/2021,10:39:30,42,0.2149,0.5383,0.1865,0.5058,0.0065,0.0086,0.033,0.0166,,,,,,,,,,,,,
PL,EX,Q4,2,50,0.1948,0.4917,21.181,31.432,10.709,68.56092,-149.4843283,0.4,2.5, GPS         ,23/07/2021,10:39:42,52,0.2086,0.5141,0.1795,0.478,0.0067,0.0081,0.0344,0.0165,,,,,,,,,,,,,
PL,EX,Q4,3,51,0.2293,0.6094,20.683,32.989,8.007,68.5608533,-149.484005,0.4,2.5, GPS         ,23/07/2021,10:39:55,43,0.2438,0.6254,0.2175,0.5969,0.0057,0.0055,0.0248,0.0091,,,,,,,,,,,,,
PL,EX,Q4,4,52,0.2046,0.5672,21.036,31.861,8.799,68.5608833,-149.4841383,0.4,2.5, GPS         ,23/07/2021,10:40:11,48,0.2166,0.5826,0.1899,0.5554,0.0062,0.0061,0.0302,0.0107,,,,,,,,,,,,,
PL,EX,Q4,5,53,0.2181,0.6301,20.841,32.469,7.367,68.560835,-149.4840816,0.4,2.5, GPS         ,23/07/2021,10:40:21,41,0.232,0.6367,0.2067,0.6236,0.0056,0.0029,0.0258,0.0046,,,,,,,,,,,,,
PL,EX,Q4,6,54,0.1978,0.551,21.136,31.564,9.137,68.56082,-149.484115,0.4,2.5, GPS         ,23/07/2021,10:40:30,36,0.2125,0.5619,0.1849,0.5338,0.0066,0.0068,0.0332,0.0124,,,,,,,,,,,,,
PL,EX,Q4,7,55,0.1944,0.5357,21.187,31.415,9.497,68.5608416,-149.4840033,0.4,2.5, GPS         ,23/07/2021,10:40:41,35,0.2107,0.5453,0.179,0.521,0.0076,0.0063,0.0389,0.0117,,,,,,,,,,,,,
PL,EX,Q4,8,56,0.2075,0.6468,20.994,31.992,6.862,68.56068,-149.4838133,0.4,2.5, GPS         ,23/07/2021,10:41:40,38,0.2202,0.6595,0.1863,0.6391,0.007,0.0053,0.0338,0.0083,,,,,,,,,,,,,
PL,EX,Q5,1,57,0.216,0.5899,20.871,32.375,8.351,68.5607366,-149.4842833,0.4,2.5, GPS         ,23/07/2021,10:41:55,43,0.2285,0.611,0.2011,0.5759,0.0063,0.009,0.0291,0.0153,,,,,,,,,,,,,
PL,EX,Q5,2,58,0.2298,0.6148,20.675,33.016,7.874,68.5608516,-149.484175,0.4,2.5, GPS         ,23/07/2021,10:42:07,40,0.2417,0.6262,0.2172,0.6042,0.0066,0.0047,0.0289,0.0077,,,,,,,,,,,,,
PL,EX,Q5,3,59,0.2456,0.6484,20.456,33.778,7.203,68.5606183,-149.48381,0.4,2.6, GPS         ,23/07/2021,10:42:18,39,0.2588,0.6595,0.2306,0.6351,0.0071,0.0056,0.029,0.0086,,,,,,,,,,,,,
PL,EX,Q5,4,60,0.2124,0.5746,20.924,32.209,8.701,68.5606316,-149.4838366,0.4,2.6, GPS         ,23/07/2021,10:42:32,61,0.228,0.5912,0.1956,0.553,0.0065,0.0069,0.0308,0.012,,,,,,,,,,,,,
PL,EX,Q5,5,61,0.2358,0.6129,20.591,33.302,7.993,68.560435,-149.4838033,0.4,2.6, GPS         ,23/07/2021,10:42:45,45,0.2458,0.6257,0.2219,0.6033,0.0056,0.0051,0.0236,0.0083,,,,,,,,,,,,,
PL,EX,Q5,6,62,0.2338,0.6355,20.619,33.205,7.399,68.5605,-149.48355,0.4,2.6, GPS         ,23/07/2021,10:42:56,37,0.2465,0.6464,0.2197,0.625,0.0061,0.0055,0.0259,0.0086,,,,,,,,,,,,,
PL,EX,Q5,7,63,0.2416,0.6457,20.511,33.584,7.229,68.56046,-149.4834983,0.4,2.6, GPS         ,23/07/2021,10:43:08,53,0.2602,0.6672,0.2273,0.631,0.0072,0.0071,0.0299,0.011,,,,,,,,,,,,,
PL,EX,Q5,8,64,0.2079,0.5942,20.988,32.01,8.147,68.5604383,-149.4836466,0.4,2.6, GPS         ,23/07/2021,10:44:23,42,0.2285,0.6177,0.1967,0.5843,0.0068,0.0061,0.0328,0.0102,,,,,,,,,,,,,
PL,EX,Q6,1,65,0.2434,0.6982,20.487,33.667,5.984,68.56051,-149.4839516,0.4,2.6, GPS         ,23/07/2021,10:44:39,58,0.2542,0.7097,0.2318,0.6864,0.0053,0.0053,0.0218,0.0075,,,,,,,,,,,,,
PL,EX,Q6,2,66,0.2519,0.7236,20.37,34.092,5.466,68.560255,-149.483465,0.4,2.6, GPS         ,23/07/2021,10:44:51,49,0.2593,0.7317,0.2394,0.7164,0.0051,0.0031,0.0201,0.0043,,,,,,,,,,,,,
PL,EX,Q6,3,67,0.237,0.6469,20.575,33.359,7.151,68.5602,-149.483475,0.4,2.6, GPS         ,23/07/2021,10:45:03,56,0.2539,0.6673,0.2218,0.627,0.0072,0.0091,0.0306,0.0141,,,,,,,,,,,,,
PL,EX,Q6,4,68,0.2473,0.7049,20.433,33.86,5.861,68.5602083,-149.4834916,0.4,2.6, GPS         ,23/07/2021,10:45:16,51,0.2589,0.713,0.2339,0.6891,0.0062,0.0046,0.0249,0.0065,,,,,,,,,,,,,
PL,EX,Q6,5,69,0.2207,0.6218,20.824,32.65,7.607,68.56025,-149.4836333,0.4,2.7, GPS         ,23/07/2021,10:45:30,65,0.2376,0.6335,-0.0729,0.553,0.0372,0.0107,0.1685,0.0172,,,,,,,,,,,,,
PL,EX,Q6,6,70,0.2053,0.575,21.027,31.889,8.605,68.56012,-149.4831683,0.4,2.7, GPS         ,23/07/2021,10:45:44,49,0.2175,0.5863,0.1928,0.5657,0.0055,0.0041,0.0268,0.0071,,,,,,,,,,,,,
PL,EX,Q6,7,71,0.205,0.5739,21.03,31.88,8.631,68.5601583,-149.4834166,0.4,2.7, GPS         ,23/07/2021,10:45:56,49,0.2201,0.585,0.194,0.5588,0.0062,0.0058,0.0304,0.01,,,,,,,,,,,,,
PL,EX,Q6,8,72,0.2046,0.566,21.05,31.902,8.834,68.56011,-149.4832233,0.4,2.7, GPS         ,23/07/2021,10:47:24,62,0.2217,0.5818,-0.0282,0.4564,0.0306,0.0159,0.1495,0.0282,,,,,,,,,,,,,
PL,EX,Q7,1,73,0.2427,0.6455,20.497,33.634,7.246,68.5600216,-149.4836383,0.4,2.7, GPS         ,23/07/2021,10:47:38,46,0.2575,0.6557,0.2225,0.6287,0.0072,0.005,0.0298,0.0077,,,,,,,,,,,,,
PL,EX,Q7,2,74,0.2396,0.6438,20.565,33.572,7.249,68.5598816,-149.4829616,0.4,2.7, GPS         ,23/07/2021,10:47:50,45,0.2586,0.6621,-0.042,0.3381,0.0431,0.0465,0.1798,0.0723,,,,,,,,,,,,,
PL,EX,Q7,3,75,0.2451,0.6214,20.462,33.755,7.882,68.5598833,-149.4831166,0.4,2.7, GPS         ,23/07/2021,10:48:03,45,0.2609,0.6323,0.2327,0.6139,0.0063,0.0041,0.0255,0.0067,,,,,,,,,,,,,
PL,EX,Q7,4,76,0.2305,0.6323,20.665,33.048,7.445,68.5600116,-149.4832966,0.4,2.8, GPS         ,23/07/2021,10:48:17,48,0.2445,0.6483,0.2133,0.62,0.0066,0.0074,0.0285,0.0116,,,,,,,,,,,,,
PL,EX,Q7,5,77,0.2254,0.6536,20.738,32.81,6.873,68.5598683,-149.48299,0.4,2.8, GPS         ,23/07/2021,10:48:32,48,0.2448,0.6652,0.21,0.6434,0.0088,0.0051,0.0392,0.0079,,,,,,,,,,,,,
PL,EX,Q7,6,78,0.2166,0.6216,20.863,32.404,7.561,68.5598116,-149.483075,0.4,2.8, GPS         ,23/07/2021,10:48:43,42,0.2322,0.6322,0.1924,0.6031,0.0087,0.0066,0.04,0.0106,,,,,,,,,,,,,
PL,EX,Q7,7,79,0.2248,0.6348,20.746,32.785,7.324,68.55963,-149.48263,0.4,2.8, GPS         ,23/07/2021,10:48:55,38,0.2475,0.6475,0.2016,0.6228,0.0096,0.006,0.0428,0.0095,,,,,,,,,,,,,
PL,EX,Q7,8,80,0.2395,0.6574,20.54,33.484,6.923,68.5598383,-149.4833266,0.4,2.8, GPS         ,23/07/2021,10:50:13,41,0.2551,0.6823,0.219,0.6341,0.0093,0.0125,0.039,0.019,,,,,,,,,,,,,
PL,EX,Q8,1,81,0.2339,0.7025,21.606,33.908,6.055,68.5596283,-149.4828866,0.4,2.8, GPS         ,23/07/2021,10:50:29,37,0.2756,0.9967,-0.6742,0.6852,0.1516,0.0492,0.6482,0.0701,,,,,,,,,,,,,
PL,EX,Q8,2,82,0.2475,0.6442,20.43,33.876,7.33,68.5597333,-149.4829516,0.4,2.8, GPS         ,23/07/2021,10:50:39,37,0.2702,0.6635,0.2303,0.6114,0.0088,0.0114,0.0356,0.0176,,,,,,,,,,,,,
PL,EX,Q8,3,83,0.2546,0.6658,20.339,34.248,6.865,68.5597816,-149.483065,0.4,2.9, GPS         ,23/07/2021,10:50:53,40,0.2795,0.6853,0.1464,0.4864,0.0203,0.0296,0.0798,0.0444,,,,,,,,,,,,,
PL,EX,Q8,4,84,0.2638,0.6734,20.211,34.7,6.771,68.5594866,-149.4827916,0.4,2.9, GPS         ,23/07/2021,10:51:13,52,0.2843,0.6906,0.249,0.6514,0.0088,0.0094,0.0333,0.014,,,,,,,,,,,,,
PL,EX,Q8,5,85,0.2684,0.6612,20.15,34.94,7.125,68.5594883,-149.4826183,0.4,2.9, GPS         ,23/07/2021,10:51:27,55,0.2829,0.6809,0.2422,0.6396,0.0098,0.0077,0.0363,0.0116,,,,,,,,,,,,,
PL,EX,Q8,6,86,0.2365,0.6625,20.582,33.336,6.768,68.5594366,-149.4826216,0.4,2.9, GPS         ,23/07/2021,10:51:39,55,0.2549,0.6775,0.2196,0.6399,0.0079,0.009,0.0333,0.0135,,,,,,,,,,,,,
PL,EX,Q8,7,87,0.2291,0.6823,20.685,32.983,6.229,68.5595216,-149.4826483,0.4,2.9, GPS         ,23/07/2021,10:51:50,45,0.2415,0.6913,0.2097,0.6695,0.0075,0.0048,0.0328,0.007,,,,,,,,,,,,,
PL,EX,Q8,8,88,0.2201,0.6311,20.812,32.563,7.365,68.5593033,-149.48251,0.4,2.9, GPS         ,23/07/2021,10:52:04,64,0.2349,0.6639,0.2026,0.6073,0.007,0.0109,0.0316,0.0173,,,,,,,,,,,,,
PL,PU,CH1,1,1,0.2325,0.6124,20.638,33.145,7.966,68.5712133,-149.4966883,0.4,4.8, GPS         ,23/07/2021,11:10:00,32,0.2517,0.6257,0.2144,0.6038,0.0082,0.0057,0.0353,0.0093,,,,,,,,,,,,,
PL,PU,CH1,2,2,0.2342,0.6183,20.614,33.222,7.837,68.5709133,-149.4958233,0.4,4.9, GPS         ,23/07/2021,11:10:22,37,0.2455,0.6297,0.2191,0.6023,0.0064,0.0074,0.0275,0.012,,,,,,,,,,,,,
PL,PU,CH1,3,3,0.2458,0.6241,20.469,33.845,7.83,68.57135,-149.4968033,0.4,4.9, GPS         ,23/07/2021,11:10:35,43,0.2663,0.6375,0.034,0.6072,0.0338,0.0054,0.1375,0.0086,,,,,,,,,,,,,
PL,PU,CH1,4,4,0.2386,0.6123,20.553,33.441,8.04,68.571205,-149.4962616,0.4,4.9, GPS         ,23/07/2021,11:10:46,37,0.2605,0.6232,0.2163,0.5975,0.0097,0.006,0.0405,0.0098,,,,,,,,,,,,,
PL,PU,CH1,5,5,0.2312,0.5972,20.656,33.084,8.342,68.571365,-149.4967583,0.4,4.9, GPS         ,23/07/2021,11:10:59,42,0.2507,0.608,0.208,0.5838,0.0088,0.0056,0.038,0.0093,,,,,,,,,,,,,
PL,PU,CH1,6,6,0.2333,0.6006,20.626,33.18,8.278,68.5713183,-149.4968516,0.4,4.9, GPS         ,23/07/2021,11:11:13,42,0.2469,0.6148,0.2192,0.5912,0.0061,0.0054,0.0262,0.009,,,,,,,,,,,,,
PL,PU,CH1,7,7,0.2353,0.6116,20.613,33.334,8.016,68.571435,-149.4967583,0.4,4.9, GPS         ,23/07/2021,11:11:24,37,0.2533,0.6242,0.0369,0.4562,0.0338,0.0263,0.1438,0.0431,,,,,,,,,,,,,
PL,PU,CH1,8,8,0.2287,0.6194,20.691,32.962,7.746,68.5714033,-149.49668,0.4,4.9, GPS         ,23/07/2021,11:12:57,52,0.2463,0.6305,0.2116,0.6053,0.0072,0.0047,0.0316,0.0076,,,,,,,,,,,,,
PL,PU,CH2,1,9,0.2647,0.6844,20.199,34.741,6.508,68.571275,-149.4966683,0.4,5, GPS         ,23/07/2021,11:13:15,54,0.2803,0.6918,0.2508,0.6765,0.0059,0.0032,0.0221,0.0047,,,,,,,,,,,,,
PL,PU,CH2,2,10,0.2764,0.7352,20.045,35.359,5.396,68.5712666,-149.4966866,0.4,5, GPS         ,23/07/2021,11:13:29,38,0.2882,0.7528,0.2619,0.7074,0.0059,0.0101,0.0214,0.0137,,,,,,,,,,,,,
PL,PU,CH2,3,11,0.257,0.6883,20.301,34.349,6.342,68.5715766,-149.497095,0.4,5, GPS         ,23/07/2021,11:13:41,35,0.2689,0.7022,0.2454,0.6774,0.0058,0.0061,0.0224,0.0088,,,,,,,,,,,,,
PL,PU,CH2,4,12,0.2581,0.687,20.288,34.403,6.383,68.57155,-149.497445,0.4,5, GPS         ,23/07/2021,11:13:56,44,0.2715,0.6956,0.2381,0.6763,0.0069,0.0043,0.0268,0.0062,,,,,,,,,,,,,
PL,PU,CH2,5,13,0.2516,0.6669,20.375,34.075,6.809,68.5716866,-149.4973616,0.4,5, GPS         ,23/07/2021,11:14:07,41,0.2688,0.681,0.2352,0.6516,0.0079,0.0079,0.0312,0.0118,,,,,,,,,,,,,
PL,PU,CH2,6,14,0.2382,0.6238,20.603,33.546,7.743,68.571545,-149.497165,0.4,5, GPS         ,23/07/2021,11:14:22,43,0.266,0.641,-0.1031,0.4475,0.0538,0.028,0.226,0.0449,,,,,,,,,,,,,
PL,PU,CH2,7,15,0.255,0.6845,20.328,34.248,6.414,68.57163,-149.4975033,0.4,5, GPS         ,23/07/2021,11:14:34,42,0.2767,0.7028,0.243,0.6719,0.0068,0.0067,0.0265,0.0097,,,,,,,,,,,,,
PL,PU,CH2,8,16,0.2558,0.6837,20.318,34.291,6.442,68.57158,-149.4973566,0.4,5, GPS         ,23/07/2021,11:16:24,53,0.2717,0.6949,0.2349,0.6721,0.0081,0.0048,0.0316,0.0071,,,,,,,,,,,,,
PL,PU,CH3,1,17,0.2336,0.6426,20.622,33.197,7.222,68.5715716,-149.4971066,0.4,5.1, GPS         ,23/07/2021,11:16:50,34,0.2551,0.6575,0.2127,0.6081,0.0079,0.0102,0.0338,0.0158,,,,,,,,,,,,,
PL,PU,CH3,2,18,0.2272,0.6358,20.734,32.967,7.318,68.5719666,-149.498225,0.4,5.1, GPS         ,23/07/2021,11:17:06,34,0.2589,0.6546,0.0056,0.4314,0.0394,0.036,0.1736,0.0566,,,,,,,,,,,,,
PL,PU,CH3,3,19,0.2327,0.6158,20.635,33.157,7.884,68.5717433,-149.4978383,0.4,5.1, GPS         ,23/07/2021,11:17:18,40,0.252,0.6328,0.2117,0.5957,0.0093,0.0081,0.0398,0.0132,,,,,,,,,,,,,
PL,PU,CH3,4,20,0.2345,0.6374,20.611,33.245,7.36,68.5719883,-149.49808,0.4,5.1, GPS         ,23/07/2021,11:17:30,43,0.2621,0.6491,0.2066,0.6183,0.012,0.0073,0.0513,0.0114,,,,,,,,,,,,,
PL,PU,CH3,5,21,0.2507,0.6833,20.387,34.034,6.403,68.5718916,-149.49791,0.4,5.1, GPS         ,23/07/2021,11:17:44,40,0.2715,0.7002,0.2316,0.6695,0.0094,0.0077,0.0377,0.0113,,,,,,,,,,,,,
PL,PU,CH3,6,22,0.2315,0.6589,20.673,33.162,6.799,68.5719333,-149.49783,0.4,5.1, GPS         ,23/07/2021,11:18:02,45,0.2574,0.6841,-0.0153,0.4648,0.0382,0.0305,0.1651,0.0463,,,,,,,,,,,,,
PL,PU,CH3,7,23,0.2324,0.6626,20.64,33.138,6.725,68.57203,-149.49774,0.4,5.1, GPS         ,23/07/2021,11:18:13,38,0.2508,0.6814,0.2151,0.641,0.0085,0.0075,0.0366,0.0114,,,,,,,,,,,,,
PL,PU,CH3,8,24,0.2065,0.6105,21.01,31.946,7.725,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:20:26,45,0.2237,0.6229,0.1798,0.5955,0.009,0.0061,0.0437,0.0101,,,,,,,,,,,,,
PL,PU,Q1,1,25,0.2384,0.6593,20.555,33.428,6.864,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:20:45,39,0.2572,0.6683,0.2227,0.643,0.0074,0.0054,0.0311,0.0082,,,,,,,,,,,,,
PL,PU,Q1,2,26,0.253,0.6929,20.355,34.148,6.194,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:20:55,37,0.2706,0.7069,0.2389,0.6831,0.0064,0.0043,0.0253,0.0062,,,,,,,,,,,,,
PL,PU,Q1,3,27,0.2685,0.707,20.149,34.939,5.998,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:21:09,48,0.2801,0.7271,0.2527,0.6825,0.0059,0.0128,0.022,0.0182,,,,,,,,,,,,,
PL,PU,Q1,4,28,0.2669,0.7175,20.17,34.856,5.734,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:21:22,49,0.2771,0.7359,0.2564,0.706,0.005,0.0083,0.0186,0.0116,,,,,,,,,,,,,
PL,PU,Q1,5,29,0.2438,0.6786,20.481,33.686,6.45,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:21:37,54,0.2521,0.6858,0.2294,0.6715,0.0053,0.0033,0.0218,0.0049,,,,,,,,,,,,,
PL,PU,Q1,6,30,0.2286,0.6646,20.691,32.959,6.641,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:21:51,58,0.2412,0.672,0.2102,0.6553,0.0053,0.0039,0.0231,0.0059,,,,,,,,,,,,,
PL,PU,Q1,7,31,0.2164,0.6241,20.865,32.393,7.497,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:22:03,41,0.2325,0.6485,0.204,0.601,0.0072,0.0091,0.0333,0.0145,,,,,,,,,,,,,
PL,PU,Q1,8,32,0.2307,0.6455,20.663,33.056,7.121,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:22:56,47,0.2478,0.667,0.2142,0.6219,0.007,0.0132,0.0302,0.0205,,,,,,,,,,,,,
PL,PU,Q2,1,33,0.2457,0.7038,20.455,33.786,5.874,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:23:11,45,0.2679,0.7198,0.2278,0.6936,0.0086,0.0054,0.0348,0.0077,,,,,,,,,,,,,
PL,PU,Q2,2,34,0.2433,0.6821,20.488,33.669,6.363,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:23:21,42,0.2653,0.6985,0.2181,0.6678,0.0089,0.0055,0.0366,0.008,,,,,,,,,,,,,
PL,PU,Q2,3,35,0.2412,0.6681,20.517,33.566,6.679,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:23:31,43,0.2621,0.679,0.2234,0.6568,0.0098,0.0052,0.0405,0.0079,,,,,,,,,,,,,
PL,PU,Q2,4,36,0.237,0.6282,20.575,33.366,7.618,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:23:40,29,0.2643,0.6598,0.2144,0.6092,0.0108,0.0107,0.0457,0.017,,,,,,,,,,,,,
PL,PU,Q2,5,37,0.2642,0.6643,20.206,34.722,7.006,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:23:50,37,0.2803,0.7264,0.2423,0.623,0.0091,0.021,0.0346,0.0317,,,,,,,,,,,,,
PL,PU,Q2,6,38,0.2855,0.7226,19.95,35.961,5.763,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:24:00,35,0.3058,0.7456,0.0366,0.391,0.0431,0.0574,0.1511,0.0794,,,,,,,,,,,,,
PL,PU,Q2,7,39,0.2923,0.7389,19.841,36.229,5.439,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:24:10,40,0.3077,0.7482,0.28,0.7293,0.0058,0.0051,0.02,0.0068,,,,,,,,,,,,,
PL,PU,Q2,8,40,0.3096,0.7627,19.623,37.228,5.011,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:24:57,45,0.3257,0.7763,0.2933,0.7506,0.0076,0.0059,0.0244,0.0078,,,,,,,,,,,,,
PL,PU,Q3,1,41,0.3049,0.7289,19.682,36.946,5.794,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:25:08,37,0.3152,0.7441,0.2975,0.7041,0.0045,0.0095,0.0149,0.013,,,,,,,,,,,,,
PL,PU,Q3,2,42,0.3341,0.8293,19.326,38.721,3.611,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:25:19,40,0.3492,0.8398,0.317,0.8138,0.0085,0.0073,0.0255,0.0088,,,,,,,,,,,,,
PL,PU,Q3,3,43,0.3473,0.8332,19.169,39.572,3.6,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:25:31,57,0.3592,0.844,0.3354,0.8264,0.0053,0.0038,0.0152,0.0046,,,,,,,,,,,,,
PL,PU,Q3,4,44,0.3206,0.773,19.487,37.886,4.851,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:25:43,41,0.3342,0.7795,0.3046,0.7624,0.0062,0.0043,0.0194,0.0056,,,,,,,,,,,,,
PL,PU,Q3,5,45,0.3173,0.7867,19.528,37.682,4.498,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:25:57,71,0.3326,0.7968,0.305,0.7746,0.0058,0.0044,0.0184,0.0055,,,,,,,,,,,,,
PL,PU,Q3,6,46,0.2875,0.7248,19.902,35.964,5.738,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:26:10,40,0.3045,0.7376,0.2743,0.7088,0.0078,0.0064,0.0271,0.0089,,,,,,,,,,,,,
PL,PU,Q3,7,47,0.2754,0.7502,20.077,35.392,5.029,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:26:21,37,0.2982,0.7679,0.0466,0.5731,0.039,0.0302,0.1415,0.0402,,,,,,,,,,,,,
PL,PU,Q3,8,48,0.2851,0.7379,19.933,35.838,5.403,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:27:12,44,0.3039,0.7544,0.2625,0.7169,0.0104,0.0094,0.0364,0.0128,,,,,,,,,,,,,
PL,PU,Q4,1,49,0.3542,0.8565,19.089,40.029,3.093,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:27:25,46,0.371,0.8636,0.3356,0.8443,0.006,0.0043,0.0169,0.005,,,,,,,,,,,,,
PL,PU,Q4,2,50,0.3443,0.827,19.205,39.375,3.729,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:27:38,45,0.3584,0.835,0.3324,0.8167,0.0066,0.0045,0.0193,0.0055,,,,,,,,,,,,,
PL,PU,Q4,3,51,0.3298,0.7592,19.377,38.448,5.261,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:27:55,48,0.3444,0.7671,0.319,0.7505,0.0064,0.0036,0.0193,0.0047,,,,,,,,,,,,,
PL,PU,Q4,4,52,0.3077,0.7426,19.647,37.117,5.482,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,23/07/2021,11:28:09,37,0.3254,0.7505,0.2862,0.7299,0.0089,0.0053,0.0289,0.0071,,,,,,,,,,,,,
