REGION,DATE,SITE,TREATMENT,QUAD,QUAD2,Written NDVI,PLOT,NDVI,NDRE,RE,NIR,R,LATITUDE,LONGITUDE,ELEVATION,HDOP,FIXTYPE,DATE,TIME,N,MAXNDRE,MAXNDVI,MINNDRE,MINNDVI,STDNDRE,STDNDVI,CVNDRE,CVNDVI,
Toolik,JULY 17 2018,ST,PR,F1.2,,0.6376,42,0.6376,0.208,20.987,32.017,7.084,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,27,0.2259,0.6536,0.1823,0.6167,0.0101,0.008,0.0487,0.0126,
Toolik,JULY 17 2018,ST,PR,F1.3,,0.5587,43,0.5587,0.202,21.074,31.748,8.987,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,29,0.2191,0.5724,0.1887,0.5464,0.0074,0.0054,0.0367,0.0096,
Toolik,JULY 17 2018,ST,PR,F1.4,,0.5361,44,0.5361,0.1945,21.186,31.422,9.489,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,29,0.2084,0.5442,0.1736,0.5209,0.0095,0.0057,0.0488,0.0106,
Toolik,JULY 17 2018,ST,PR,F1.5,,0.5107,45,0.5107,0.1776,21.442,30.704,9.942,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,39,0.1972,0.5286,0.1581,0.4861,0.0102,0.0104,0.0576,0.0203,
Toolik,JULY 17 2018,ST,PR,F1.6,,0.4512,46,0.4512,0.166,21.621,30.229,11.432,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,38,0.1822,0.4713,0.1471,0.4296,0.0078,0.0073,0.047,0.0162,
Toolik,JULY 17 2018,ST,PR,F1.7,,0.4842,47,0.4842,0.1816,21.381,30.87,10.727,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,28,0.1999,0.507,0.1606,0.4625,0.01,0.0122,0.055,0.0251,
Toolik,JULY 17 2018,ST,PR,F1.8,,0.5808,,,,,,,,,,,,,,,,,,,,,,,
Toolik,JULY 18 2018,IM,CT,F1.1,,0.4583,1,0.4583,0.1548,21.796,29.784,11.064,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,17/07/2018,22:48:50,23,0.1657,0.4712,0.14,0.4449,0.0057,0.0066,0.0369,0.0144,
Toolik,JULY 18 2018,IM,CT,F1.2,,0.5118,2,0.5118,0.1698,21.562,30.384,9.812,68.6245933,-149.3277966,877.2,1.2, GPS         ,17/07/2018,22:49:11,49,0.1957,0.5314,0.1431,0.4766,0.0097,0.0109,0.057,0.0212,
Toolik,JULY 18 2018,IM,CT,F1.3,,0.4922,3,0.4922,0.1688,21.577,30.343,10.327,68.6245933,-149.3277833,878.7,1, GPS         ,17/07/2018,22:49:27,23,0.184,0.509,0.1559,0.479,0.007,0.0081,0.0416,0.0164,
Toolik,JULY 18 2018,IM,CT,F1.4,,0.6295,4,0.6295,0.1967,21.153,31.516,7.165,68.6245833,-149.3277916,878.8,0.9, GPS         ,17/07/2018,22:49:46,41,0.2167,0.6403,0.1773,0.6094,0.0086,0.0073,0.0436,0.0117,
Toolik,JULY 18 2018,IM,CT,F1.5,,0.6073,5,0.6073,0.1917,21.228,31.3,7.647,68.6246,-149.3277733,878.3,0.9, GPS         ,17/07/2018,22:50:04,21,0.2145,0.634,0.179,0.596,0.0084,0.0082,0.0439,0.0135,
Toolik,JULY 18 2018,IM,CT,F1.6,,0.5828,6,0.5828,0.1143,117.687,29.85,7.88,68.6246016,-149.3277916,879.8,0.9, GPS         ,17/07/2018,22:50:21,17,0.2018,0.5944,-0.9864,0.5657,0.2758,0.0077,2.4131,0.0133,
Toolik,JULY 18 2018,IM,CT,F1.7,,0.5346,7,0.5346,0.1756,21.471,30.62,9.286,68.6246016,-149.3278216,880.5,0.9, GPS         ,17/07/2018,22:51:00,15,0.1868,0.5465,0.168,0.5163,0.0051,0.0081,0.0291,0.0151,
Toolik,JULY 18 2018,IM,CT,F2.1,,0.5523,8,0.5523,0.1899,21.255,31.221,9.006,68.6245766,-149.32783,880.6,0.9, GPS         ,17/07/2018,22:51:24,29,0.2049,0.5812,0.1735,0.5232,0.008,0.0152,0.0421,0.0275,
Toolik,JULY 18 2018,IM,CT,F2.2,,0.518,9,0.518,0.1738,21.499,30.549,9.7,68.6245783,-149.327815,881.1,0.9, GPS         ,17/07/2018,22:51:42,33,0.1885,0.5356,0.1554,0.4955,0.0089,0.011,0.0512,0.0212,
Toolik,JULY 18 2018,IM,CT,F2.3,,0.5623,10,0.5623,0.1813,21.385,30.86,8.644,68.6245733,-149.3278066,880.2,0.9, GPS         ,17/07/2018,22:52:00,22,0.1973,0.5767,0.1663,0.5513,0.01,0.0068,0.0551,0.0121,
Toolik,JULY 18 2018,IM,CT,F2.4,,0.5871,11,0.5871,0.1923,21.219,31.325,8.148,68.62458,-149.3278066,880.1,0.9, GPS         ,17/07/2018,22:52:19,26,0.2092,0.5996,0.174,0.576,0.0079,0.0054,0.0411,0.0092,
Toolik,JULY 18 2018,IM,CT,F2.5,,0.5865,12,0.5865,0.1975,21.141,31.55,8.221,68.6245816,-149.3278083,880.5,0.9, GPS         ,17/07/2018,22:52:39,15,0.2088,0.5958,0.1791,0.5647,0.0073,0.0087,0.037,0.0148,
Toolik,JULY 18 2018,IM,CT,F2.6,,0.563,13,0.563,0.1896,21.26,31.209,8.724,68.6245683,-149.3277983,880.7,0.8, GPS         ,17/07/2018,22:52:53,20,0.2099,0.5793,0.1721,0.552,0.0086,0.0069,0.0453,0.0122,
Toolik,JULY 18 2018,IM,CT,F2.7,,0.5368,14,0.5368,0.1881,21.281,31.145,9.389,68.6245733,-149.3278133,880.2,0.8, GPS         ,17/07/2018,22:53:11,20,0.2022,0.5616,0.1762,0.5221,0.007,0.0106,0.0375,0.0197,
Toolik,JULY 18 2018,IM,CT,F2.8,,0.5409,15,0.5409,0.1933,21.204,31.372,9.347,68.6245766,-149.32781,879.3,0.8, GPS         ,17/07/2018,22:54:12,24,0.2103,0.5645,0.1766,0.5127,0.0102,0.0158,0.0528,0.0293,
Toolik,JULY 18 2018,IM,CT,F3.1,,0.5888,16,0.5888,0.1969,21.15,31.525,8.158,68.624575,-149.327875,880.4,0.8, GPS         ,17/07/2018,22:54:31,29,0.2106,0.6023,0.1825,0.5776,0.0073,0.0061,0.0371,0.0104,
Toolik,JULY 18 2018,IM,CT,F3.2,,0.6354,17,0.6354,0.1976,21.139,31.553,7.035,68.6245666,-149.327875,880.6,0.8, GPS         ,17/07/2018,22:54:53,30,0.2117,0.6472,0.1838,0.623,0.0065,0.0048,0.0327,0.0076,
Toolik,JULY 18 2018,IM,CT,F3.3,,0.6029,18,0.6029,0.187,21.298,31.095,7.703,68.6245633,-149.3278683,881.6,0.8, GPS         ,17/07/2018,22:55:11,22,0.2041,0.6163,0.1782,0.592,0.0056,0.0067,0.0301,0.0111,
Toolik,JULY 18 2018,IM,CT,F3.4,,0.6291,19,0.6291,0.2038,21.049,31.826,7.244,68.6245633,-149.3278616,879.8,0.8, GPS         ,17/07/2018,22:55:48,21,0.2161,0.6367,0.1818,0.6165,0.0079,0.0048,0.0386,0.0076,
Toolik,JULY 18 2018,IM,CT,F3.5,,0.6487,20,0.6487,0.2071,21,31.971,6.814,68.6245716,-149.327875,879.3,0.8, GPS         ,17/07/2018,22:56:06,28,0.2159,0.6604,0.2006,0.638,0.004,0.0065,0.0192,0.01,
Toolik,JULY 18 2018,IM,CT,F3.6,,0.6291,21,0.6291,0.197,21.149,31.529,7.177,68.6245616,-149.3278966,879.4,0.8, GPS         ,17/07/2018,22:56:22,19,0.2116,0.6433,0.1828,0.6185,0.0084,0.0055,0.0429,0.0087,
Toolik,JULY 18 2018,IM,CT,F3.7,,0.5854,22,0.5854,0.196,21.162,31.484,8.234,68.6245633,-149.3278883,879.9,0.8, GPS         ,17/07/2018,22:57:20,17,0.2034,0.6007,0.1876,0.5765,0.0043,0.0062,0.0218,0.0106,
Toolik,JULY 18 2018,IM,CT,C1.1,C1,0.5841,23,0.5841,0.189,21.269,31.189,8.189,68.6245483,-149.3279833,879.8,0.8, GPS         ,17/07/2018,22:57:56,16,0.2165,0.6104,0.1682,0.5623,0.0121,0.0122,0.0641,0.021,
Toolik,JULY 18 2018,IM,CT,C1.2,C1,0.5429,24,0.5429,0.1908,21.241,31.265,9.261,68.6245516,-149.32797,880.6,0.8, GPS         ,17/07/2018,22:58:17,19,0.2094,0.5549,0.1621,0.5262,0.0102,0.0073,0.0535,0.0134,
Toolik,JULY 18 2018,IM,CT,C1.3,C1,0.5263,25,0.5263,0.1967,21.153,31.513,9.78,68.6245483,-149.3279666,880.9,0.8, GPS         ,17/07/2018,22:58:36,21,0.2097,0.5347,0.1859,0.5174,0.0068,0.0052,0.0344,0.0098,
Toolik,JULY 18 2018,IM,CT,C1.4,C1,0.5164,26,0.5164,0.1902,21.251,31.232,9.959,68.6245533,-149.3279466,881,0.8, GPS         ,17/07/2018,22:58:51,24,0.202,0.5297,0.1752,0.4962,0.0068,0.0075,0.036,0.0145,
Toolik,JULY 18 2018,IM,CT,C1.5,C1,0.5855,27,0.5855,0.1845,21.336,30.992,8.103,68.6245566,-149.32792,879.7,0.8, GPS         ,17/07/2018,22:59:04,12,0.1915,0.5966,0.1697,0.5719,0.0064,0.0061,0.0346,0.0104,
Toolik,JULY 18 2018,IM,CT,C1.6,C1,0.5494,28,0.5494,0.1747,21.486,30.585,8.894,68.6245583,-149.327905,879.6,0.8, GPS         ,17/07/2018,22:59:17,18,0.1919,0.562,0.1563,0.5354,0.0088,0.0069,0.0505,0.0126,
Toolik,JULY 18 2018,IM,CT,C1.7,C1,0.6306,29,0.6306,0.1846,21.333,30.996,7.021,68.624555,-149.3279033,879.3,0.8, GPS         ,17/07/2018,22:59:31,17,0.1946,0.6366,0.1763,0.6268,0.004,0.0024,0.0218,0.0039,
Toolik,JULY 18 2018,IM,CT,C1.8,C1,0.5994,30,0.5994,0.1904,21.247,31.243,7.824,68.6245483,-149.3279366,878.9,0.8, GPS         ,17/07/2018,23:00:12,16,0.2056,0.6093,0.1737,0.5876,0.0072,0.0053,0.0379,0.0088,
Toolik,JULY 18 2018,IM,CT,C2.1,C2,0.6339,31,0.6339,0.2063,21.011,31.936,7.157,68.6245733,-149.3279166,876.8,0.8, GPS         ,17/07/2018,23:00:34,22,0.216,0.6474,0.198,0.6153,0.0044,0.0082,0.0215,0.0129,
Toolik,JULY 18 2018,IM,CT,C2.2,C2,0.6359,32,0.6359,0.1954,21.173,31.455,7.002,68.6245633,-149.3279316,876.2,0.8, GPS         ,17/07/2018,23:00:49,16,0.2035,0.6455,0.1863,0.6302,0.005,0.0041,0.0258,0.0064,
Toolik,JULY 18 2018,IM,CT,C2.3,C2,0.6527,33,0.6527,0.2018,21.077,31.736,6.669,68.6245633,-149.3279283,876.4,0.8, GPS         ,17/07/2018,23:01:03,18,0.2091,0.6658,0.1935,0.6361,0.0041,0.0081,0.0205,0.0123,
Toolik,JULY 18 2018,IM,CT,C2.4,C2,0.6121,34,0.6121,0.1997,21.109,31.642,7.613,68.624565,-149.3279133,876.3,0.8, GPS         ,17/07/2018,23:01:18,18,0.2092,0.6175,0.1895,0.6037,0.0058,0.0037,0.0289,0.006,
Toolik,JULY 18 2018,IM,CT,C2.5,C2,0.6285,35,0.6285,0.2036,21.051,31.816,7.259,68.62457,-149.3279266,878.6,0.8, GPS         ,17/07/2018,23:01:32,14,0.2118,0.6353,0.1989,0.6216,0.0036,0.0032,0.0174,0.0051,
Toolik,JULY 18 2018,IM,CT,C2.6,C2,0.6226,36,0.6226,0.2038,21.048,31.822,7.402,68.6245716,-149.32792,878,0.8, GPS         ,17/07/2018,23:01:45,10,0.2081,0.6274,0.1999,0.6162,0.0029,0.0036,0.014,0.0058,
Toolik,JULY 18 2018,IM,CT,C2.8,C2,0.6184,37,0.6184,0.1968,21.152,31.519,7.431,68.624575,-149.3279116,878,0.8, GPS         ,17/07/2018,23:02:00,15,0.2076,0.6305,0.1765,0.6018,0.0076,0.0067,0.0388,0.0108,
Toolik,JULY 18 2018,IM,CT,C2.8,C2,0.5214,38,0.5214,0.1718,21.53,30.466,9.584,68.6245633,-149.327915,876.9,0.8, GPS         ,17/07/2018,23:03:02,20,0.1863,0.541,0.1566,0.5001,0.0075,0.0094,0.0436,0.0181,
Toolik,JULY 18 2018,IM,CT,C3.1,C3,0.5403,39,0.5403,0.1899,21.255,31.221,9.318,68.6245733,-149.3279416,875.8,0.8, GPS         ,17/07/2018,23:03:20,24,0.2047,0.55,0.1767,0.5302,0.0076,0.0055,0.04,0.0101,
Toolik,JULY 18 2018,IM,CT,C3.2,C3,0.5342,40,0.5342,0.1666,21.61,30.255,9.185,68.6245666,-149.3279683,875.5,0.8, GPS         ,17/07/2018,23:03:37,15,0.1823,0.5483,0.1583,0.5238,0.0074,0.0071,0.0443,0.0133,
Toolik,JULY 18 2018,IM,CT,C3.3,C3,0.5668,41,0.5668,0.1861,21.311,31.062,8.589,68.6245683,-149.32796,875,0.8, GPS         ,17/07/2018,23:03:52,19,0.2004,0.5882,0.1685,0.5445,0.0085,0.0125,0.0456,0.0221,
Toolik,JULY 18 2018,IM,CT,C3.4,C3,0.5456,42,0.4456,0.1764,21.459,30.652,11.756,68.624575,-149.32795,875.4,0.8, GPS         ,17/07/2018,23:04:06,15,0.1856,0.4555,0.1693,0.4355,0.0044,0.0065,0.0248,0.0145,I BELIEVE THE WRITTEN VALUE WAS A TYPO 
Toolik,JULY 18 2018,IM,CT,C3.5,C3,0.5357,43,0.5357,0.1729,21.514,30.51,9.223,68.6245683,-149.32794,875.8,0.8, GPS         ,17/07/2018,23:04:23,10,0.1848,0.5448,0.1612,0.5272,0.0087,0.0058,0.0502,0.0108,
Toolik,JULY 18 2018,IM,CT,C3.6,C3,0.4977,44,0.4977,0.1745,21.489,30.573,10.255,68.624565,-149.3279266,875.1,0.8, GPS         ,17/07/2018,23:04:37,15,0.1859,0.5099,0.1555,0.4829,0.007,0.0078,0.0401,0.0157,
Toolik,JULY 18 2018,IM,CT,C3.7,C3,0.5564,45,0.5564,0.1804,21.397,30.819,8.784,68.6245733,-149.3279166,875.3,0.8, GPS         ,17/07/2018,23:04:51,10,0.185,0.5636,0.1759,0.5518,0.0026,0.0033,0.0146,0.0059,
Toolik,JULY 18 2018,IM,CT,C3.8,C3,0.6203,46,0.6203,0.2012,21.087,31.715,7.431,68.6245716,-149.3279116,875,0.8, GPS         ,17/07/2018,23:05:49,15,0.2187,0.6335,0.183,0.609,0.0095,0.0071,0.047,0.0115,
Toolik,JULY 18 2018,IM,CT,C4.1,C4,0.5817,47,0.5817,0.1832,21.356,30.937,8.181,68.624585,-149.32795,876.7,0.8, GPS         ,17/07/2018,23:06:09,24,0.204,0.5968,0.1701,0.5719,0.008,0.0057,0.0435,0.0097,
Toolik,JULY 18 2018,IM,CT,C4.2,C4,0.5881,48,0.5881,0.1827,21.382,30.971,8.018,68.6245816,-149.327965,876.8,0.8, GPS         ,17/07/2018,23:06:26,21,0.2053,0.6019,0.0252,0.4941,0.0356,0.0215,0.1951,0.0366,
Toolik,JULY 18 2018,IM,CT,C4.3,C4,0.5958,49,0.5958,0.1927,21.213,31.339,7.936,68.6245766,-149.32796,876.6,0.8, GPS         ,17/07/2018,23:06:40,15,0.2043,0.6041,0.1817,0.5889,0.0063,0.0046,0.0328,0.0077,
Toolik,JULY 18 2018,IM,CT,C4.4,C4,0.5895,50,0.5895,0.1833,21.355,30.942,7.989,68.62458,-149.3279533,876.8,0.8, GPS         ,17/07/2018,23:06:53,13,0.1962,0.6018,0.1663,0.5691,0.0098,0.0084,0.0535,0.0142,
Toolik,JULY 18 2018,IM,CT,C4.5,C4,0.5341,51,0.5341,0.1883,21.279,31.152,9.461,68.6245816,-149.3279566,877,0.8, GPS         ,17/07/2018,23:07:11,14,0.2025,0.544,0.1743,0.5194,0.0074,0.0068,0.0394,0.0127,
Toolik,JULY 18 2018,IM,CT,C4.6,C4,0.562,52,0.562,0.1867,21.303,31.084,8.716,68.6245783,-149.3279433,877.8,0.8, GPS         ,17/07/2018,23:07:25,13,0.1972,0.5811,0.1757,0.5534,0.006,0.0087,0.0323,0.0154,
Toolik,JULY 18 2018,IM,CT,C4.7,C4,0.6036,53,0.6036,0.2022,21.072,31.753,7.848,68.6245883,-149.3279483,877.5,0.8, GPS         ,17/07/2018,23:07:39,13,0.2102,0.6115,0.1915,0.595,0.006,0.0047,0.0298,0.0078,
Toolik,JULY 18 2018,IM,CT,C4.8,C4,0.6284,54,0.6284,0.2109,20.946,32.142,7.333,68.6245933,-149.32793,877.8,0.8, GPS         ,17/07/2018,23:08:29,11,0.2236,0.6411,0.1962,0.611,0.0075,0.0102,0.0355,0.0163,
Toolik,JULY 18 2018,IM,CT,C5.1,C5,0.5874,55,0.5874,0.1902,21.25,31.233,8.118,68.624585,-149.3279883,876.5,0.8, GPS         ,17/07/2018,23:08:42,15,0.1998,0.6175,0.1728,0.5708,0.0069,0.0132,0.036,0.0225,
Toolik,JULY 18 2018,IM,CT,C5.2,C5,0.6539,56,0.6539,0.2076,20.994,31.999,6.695,68.6245866,-149.32797,878.5,0.8, GPS         ,17/07/2018,23:08:58,17,0.2327,0.6632,0.1918,0.6455,0.0114,0.0048,0.0547,0.0073,
Toolik,JULY 18 2018,IM,CT,C5.3,C5,0.6893,57,0.6893,0.2139,20.902,32.277,5.937,68.6245833,-149.32797,878.3,0.8, GPS         ,17/07/2018,23:09:13,19,0.2249,0.6994,0.2004,0.6745,0.0065,0.0054,0.0303,0.0079,
Toolik,JULY 18 2018,IM,CT,C5.4,C5,0.662,58,0.662,0.2097,20.962,32.086,6.526,68.6245883,-149.32797,878.4,0.8, GPS         ,17/07/2018,23:09:29,14,0.2159,0.6693,0.2008,0.6556,0.0041,0.004,0.0196,0.006,
Toolik,JULY 18 2018,IM,CT,C5.5,C5,0.6545,59,0.6545,0.2123,20.925,32.202,6.724,68.6245916,-149.3279566,879.2,0.8, GPS         ,17/07/2018,23:09:44,11,0.2215,0.663,0.2056,0.6461,0.0043,0.005,0.02,0.0077,
Toolik,JULY 18 2018,IM,CT,C5.6,C5,0.6102,60,0.6102,0.1992,21.115,31.624,7.655,68.6245983,-149.3279383,879.3,0.8, GPS         ,17/07/2018,23:09:58,13,0.2056,0.6181,0.1837,0.6058,0.0061,0.0035,0.0306,0.0058,
Toolik,JULY 18 2018,IM,CT,C5.7,C5,0.6095,61,0.6095,0.2302,20.669,33.033,8.016,68.6245883,-149.3279333,879.8,0.8, GPS         ,17/07/2018,23:10:10,17,0.238,0.6236,0.2226,0.5966,0.0046,0.0078,0.02,0.0128,
Toolik,JULY 18 2018,IM,CT,C5.8,C5,0.5655,62,0.5655,0.2135,20.907,32.261,8.952,68.6245883,-149.3279383,879.2,0.8, GPS         ,17/07/2018,23:11:06,16,0.2234,0.5757,0.1995,0.5536,0.006,0.0061,0.0282,0.0108,
Toolik,JULY 18 2018,IM,CT,C6.1,C6,0.5563,63,0.5563,0.1984,21.127,31.588,9.005,68.6246016,-149.3279716,877.2,0.8, GPS         ,17/07/2018,23:11:20,14,0.2078,0.5641,0.1895,0.5512,0.0053,0.0045,0.0265,0.008,
Toolik,JULY 18 2018,IM,CT,C6.2,C6,0.6121,64,0.6121,0.2094,20.967,32.072,7.718,68.6246016,-149.32798,877.3,0.8, GPS         ,17/07/2018,23:11:33,9,0.2153,0.6215,0.1979,0.6053,0.0048,0.0044,0.023,0.0071,
Toolik,JULY 18 2018,IM,CT,C6.3,C6,0.5505,65,0.5505,0.1777,21.44,30.708,8.901,68.6245933,-149.3279933,877.5,0.8, GPS         ,17/07/2018,23:11:48,10,0.19,0.558,0.161,0.5437,0.0078,0.0045,0.0441,0.0082,
Toolik,JULY 18 2018,IM,CT,C6.4,C6,0.5306,66,0.5306,0.1775,21.443,30.703,9.414,68.62459,-149.3279883,877.2,0.8, GPS         ,17/07/2018,23:12:00,16,0.1953,0.5431,0.159,0.5177,0.0099,0.007,0.0559,0.0132,
Toolik,JULY 18 2018,IM,CT,C6.5,C6,0.604,67,0.604,0.2071,21,31.97,7.893,68.6245833,-149.3279916,876.9,0.8, GPS         ,17/07/2018,23:12:12,12,0.2152,0.6131,0.2011,0.5963,0.0045,0.0051,0.0216,0.0084,
Toolik,JULY 18 2018,IM,CT,C6.6,C6,0.5557,68,0.5557,0.1905,21.245,31.248,8.924,68.62459,-149.32798,876.7,0.8, GPS         ,17/07/2018,23:12:25,13,0.2024,0.5699,0.1778,0.5434,0.0065,0.0072,0.0339,0.0129,
Toolik,JULY 18 2018,IM,CT,C6.7,C6,0.6086,69,0.6086,0.2025,21.068,31.768,7.73,68.6245983,-149.3279666,876.9,0.8, GPS         ,17/07/2018,23:12:37,10,0.2139,0.6172,0.1903,0.6035,0.0073,0.0041,0.036,0.0067,
Toolik,JULY 18 2018,IM,CT,C6.8,C6,0.6363,70,0.6363,0.1992,21.117,31.627,7.029,68.624595,-149.3279683,877.4,0.8, GPS         ,17/07/2018,23:13:36,27,0.2187,0.6485,0.1751,0.6238,0.0102,0.0063,0.0512,0.0098,
Toolik,JULY 18 2018,IM,CT,C7.1,C7,0.615,71,0.615,0.2071,21,31.971,7.622,68.6246183,-149.3279633,879.5,0.8, GPS         ,17/07/2018,23:13:55,14,0.2181,0.6245,0.1977,0.6063,0.0052,0.0044,0.0249,0.0071,
Toolik,JULY 18 2018,IM,CT,C7.2,C7,0.6595,72,0.6595,0.2279,20.701,32.927,6.755,68.624605,-149.3279883,878.1,0.8, GPS         ,17/07/2018,23:14:09,17,0.2421,0.667,0.2189,0.6502,0.006,0.0046,0.0264,0.007,
Toolik,JULY 18 2018,IM,CT,C7.3,C7,0.7273,73,0.7273,0.2423,20.501,33.615,5.307,68.6246116,-149.3279933,877.5,0.8, GPS         ,17/07/2018,23:14:23,13,0.2512,0.738,0.2349,0.7187,0.0045,0.0062,0.0184,0.0085,
Toolik,JULY 18 2018,IM,CT,C7.4,C7,0.739,74,0.739,0.2488,20.413,33.934,5.093,68.624615,-149.3279666,876.3,0.8, GPS         ,17/07/2018,23:14:38,19,0.2584,0.7476,0.2408,0.7314,0.005,0.0038,0.0203,0.0052,
Toolik,JULY 18 2018,IM,CT,C7.5,C7,0.6481,75,0.6481,0.2164,20.866,32.392,6.915,68.624615,-149.3279733,876.4,0.8, GPS         ,17/07/2018,23:14:51,10,0.2274,0.6558,0.2051,0.6387,0.0067,0.0051,0.0311,0.0078,
Toolik,JULY 18 2018,IM,CT,C7.6,C7,0.6624,76,0.6624,0.2208,20.802,32.597,6.619,68.624605,-149.3279766,877.9,0.8, GPS         ,17/07/2018,23:15:04,18,0.2368,0.6691,0.2071,0.6555,0.0078,0.004,0.0354,0.0061,
Toolik,JULY 18 2018,IM,CT,C7.7,C7,0.6818,77,0.6818,0.228,20.7,32.931,6.231,68.6246083,-149.327975,878,0.8, GPS         ,17/07/2018,23:15:19,10,0.237,0.691,0.2184,0.6725,0.0056,0.0056,0.0247,0.0082,
Toolik,JULY 18 2018,IM,CT,C7.8,C7,0.7001,78,0.7001,0.2187,20.833,32.495,5.732,68.624605,-149.3279783,877.5,0.8, GPS         ,17/07/2018,23:15:52,9,0.2314,0.708,0.2083,0.6913,0.0067,0.005,0.0305,0.0072,
Toolik,JULY 18 2018,IM,CT,C8.1,C8,0.5733,79,0.5733,0.1845,21.336,30.99,8.406,68.6246116,-149.3279633,877,0.8, GPS         ,17/07/2018,23:16:03,15,0.1933,0.5918,0.1724,0.5538,0.006,0.013,0.0324,0.0227,
Toolik,JULY 18 2018,IM,CT,C8.2,C8,0.5569,80,0.5569,0.1663,21.615,30.241,8.607,68.6246166,-149.3279466,877.2,0.8, GPS         ,17/07/2018,23:16:15,11,0.1741,0.5645,0.1538,0.5442,0.0062,0.0067,0.0375,0.0121,
Toolik,JULY 18 2018,IM,CT,C8.3,C8,0.5294,81,0.5294,0.1791,21.418,30.764,9.467,68.6246216,-149.3279383,877.3,0.8, GPS         ,17/07/2018,23:16:29,10,0.1884,0.542,0.165,0.5143,0.0066,0.0096,0.0369,0.0181,
Toolik,JULY 18 2018,IM,CT,C8.4,C8,0.5755,82,0.5755,0.1886,21.274,31.165,8.397,68.6246166,-149.3279433,877.8,0.8, GPS         ,17/07/2018,23:16:43,13,0.1992,0.5839,0.1784,0.568,0.0058,0.0041,0.0309,0.0071,
Toolik,JULY 18 2018,IM,CT,C8.5,C8,0.7405,83,0.7405,0.2403,20.529,33.519,4.997,68.6246066,-149.32796,877.9,0.8, GPS         ,17/07/2018,23:16:57,13,0.2498,0.7506,0.2287,0.733,0.0053,0.0049,0.0219,0.0066,
Toolik,JULY 18 2018,IM,CT,C8.6,C8,0.7242,84,0.7242,0.2283,20.697,32.941,5.27,68.624605,-149.32796,878,0.8, GPS         ,17/07/2018,23:17:11,17,0.2362,0.7396,0.2224,0.7101,0.004,0.0074,0.0173,0.0103,
Toolik,JULY 18 2018,IM,CT,C8.7,C8,0.6521,85,0.6521,0.2064,21.01,31.941,6.727,68.6246083,-149.3279733,878.2,0.8, GPS         ,17/07/2018,23:17:25,13,0.2149,0.6599,0.1984,0.6465,0.0052,0.0036,0.025,0.0055,
Toolik,JULY 18 2018,IM,CT,C8.8,C8,0.5682,86,0.5682,0.1918,21.227,31.301,8.619,68.6246066,-149.327975,878,0.8, GPS         ,17/07/2018,23:22:02,11,0.2024,0.5812,0.1805,0.5535,0.007,0.008,0.0365,0.0141,
Toolik,JULY 18 2018,IM,PR,F1.1,,0.6007,87,0.6007,0.1985,21.126,31.594,7.88,68.6242383,-149.326765,875.2,0.8, GPS         ,17/07/2018,23:22:23,20,0.2129,0.6163,0.1872,0.5872,0.0073,0.0086,0.0368,0.0144,
Toolik,JULY 18 2018,IM,PR,F1.2,,0.5889,88,0.5889,0.1918,21.225,31.304,8.1,68.6242483,-149.3267366,875.3,0.7, GPS         ,17/07/2018,23:22:37,21,0.2072,0.6024,0.18,0.5767,0.0069,0.0066,0.036,0.0111,
Toolik,JULY 18 2018,IM,PR,F1.3,,0.5491,89,0.5491,0.1895,21.261,31.206,9.081,68.624255,-149.326725,874.8,0.7, GPS         ,17/07/2018,23:22:48,16,0.2098,0.5656,0.168,0.5393,0.0096,0.0065,0.0508,0.0118,
Toolik,JULY 18 2018,IM,PR,F1.4,,0.5877,90,0.5877,0.2014,21.084,31.717,8.236,68.6242583,-149.3267366,875.5,0.7, GPS         ,17/07/2018,23:22:58,12,0.2072,0.5994,0.1967,0.583,0.0037,0.0045,0.0185,0.0076,
Toolik,JULY 18 2018,IM,PR,F1.5,,0.5885,91,0.5889,0.2045,21.038,31.86,8.243,68.6242666,-149.3267316,876.6,0.7, GPS         ,17/07/2018,23:23:18,11,0.2219,0.5991,0.1928,0.5798,0.0078,0.0051,0.038,0.0086,
Toolik,JULY 18 2018,IM,PR,F1.6,,0.5378,92,0.5378,0.2013,21.085,31.716,9.531,68.62426,-149.3266966,876,0.7, GPS         ,17/07/2018,23:23:30,18,0.2125,0.5455,0.1887,0.5253,0.0071,0.0056,0.0351,0.0105,
Toolik,JULY 18 2018,IM,PR,F1.7,,0.6018,93,0.6018,0.2042,21.043,31.842,7.92,68.6242566,-149.3266783,875.5,0.7, GPS         ,17/07/2018,23:24:10,24,0.2213,0.6297,0.1903,0.563,0.0073,0.0194,0.0356,0.0323,
Toolik,JULY 18 2018,IM,PR,F2.1,,0.5776,94,0.5776,0.1957,21.168,31.472,8.427,68.6242316,-149.3267183,875.6,0.7, GPS         ,17/07/2018,23:24:23,20,0.2067,0.5903,0.1823,0.5596,0.0067,0.0084,0.0341,0.0145,
