PLOT,Region,Site ,Treatment,Quadrat,NDRE,NDVI,RE,NIR,R,LATITUDE,LONGITUDE,ELEVATION,HDOP,FIXTYPE,DATE,TIME,N,MAXNDRE,MAXNDVI,MINNDRE,MINNDVI,STDNDRE,STDNDVI,CVNDRE,CVNDVI
7,T,IM,CT,CH1,0.17,0.448,21.559,30.391,11.586,68.6246033,-149.3278016,877.6,0.8, GPS         ,4/7/2019,22:23:17,12,0.1873,0.4706,0.1496,0.4292,0.0091,0.0106,0.0538,0.0237
8,T,IM,CT,CH1,0.189,0.4877,21.27,31.195,10.743,68.6245983,-149.3278033,877.1,0.8, GPS         ,4/7/2019,22:24:52,17,0.2113,0.5339,0.1491,0.4542,0.0153,0.0215,0.0809,0.0442
9,T,IM,CT,Q1,0.2086,0.6119,20.978,32.039,7.715,68.62456,-149.32795,877,0.8, GPS         ,4/7/2019,22:25:03,9,0.2142,0.6215,0.1922,0.6052,0.0065,0.0057,0.0313,0.0093
10,T,IM,CT,Q1,0.2148,0.5689,20.888,32.32,8.881,68.6245533,-149.3279516,877.7,0.8, GPS         ,4/7/2019,22:25:12,10,0.2273,0.5847,0.202,0.5621,0.007,0.0068,0.0326,0.012
11,T,IM,CT,Q1,0.2082,0.5938,21.091,32.317,8.234,68.6245516,-149.3279516,877.9,0.8, GPS         ,4/7/2019,22:25:19,14,0.2429,0.6013,-0.0795,0.5863,0.0804,0.0042,0.3861,0.0072
12,T,IM,CT,Q1,0.2231,0.5591,20.771,32.706,9.247,68.6245566,-149.327945,878.5,0.8, GPS         ,4/7/2019,22:25:28,15,0.2414,0.5719,0.2018,0.5405,0.0112,0.0091,0.0502,0.0163
13,T,IM,CT,Q1,0.2004,0.5239,21.1,31.677,9.894,68.624555,-149.32795,878,0.8, GPS         ,4/7/2019,22:25:36,18,0.2308,0.5445,0.1896,0.5166,0.0102,0.0063,0.0511,0.0119
14,T,IM,CT,Q1,0.1952,0.5305,21.176,31.453,9.646,68.6245566,-149.3279483,878.2,0.8, GPS         ,4/7/2019,22:25:46,16,0.2153,0.5517,0.1737,0.5107,0.0098,0.0101,0.0501,0.0191
15,T,IM,CT,Q1,0.2076,0.6091,20.993,31.995,7.773,68.624555,-149.3279466,878.2,0.8, GPS         ,4/7/2019,22:25:54,11,0.22,0.6274,0.1955,0.5768,0.0075,0.0146,0.0363,0.024
16,T,IM,CT,Q1,0.2197,0.6551,20.82,32.555,6.783,68.624555,-149.3279466,878.1,0.8, GPS         ,4/7/2019,22:32:45,9,0.245,0.6701,0.2009,0.6312,0.0138,0.0123,0.0626,0.0187
17,T,IM,CT,CH2,0.2171,0.6485,20.856,32.426,6.914,68.6245516,-149.3278133,872.6,0.8, GPS         ,4/7/2019,22:32:53,19,0.236,0.6567,0.2061,0.641,0.0077,0.0043,0.0356,0.0066
18,T,IM,CT,CH2,0.2121,0.5787,20.927,32.2,8.592,68.624555,-149.3278016,873.2,0.8, GPS         ,4/7/2019,22:33:02,17,0.2242,0.5892,0.1932,0.5669,0.0087,0.0059,0.0409,0.0103
19,T,IM,CT,CH2,0.2095,0.5815,20.967,32.083,8.488,68.624555,-149.3277916,873,0.8, GPS         ,4/7/2019,22:33:13,23,0.2357,0.5941,0.187,0.5687,0.0115,0.0074,0.055,0.0127
20,T,IM,CT,CH2,0.224,0.6412,20.758,32.75,7.158,68.62455,-149.3277766,873.2,0.8, GPS         ,4/7/2019,22:33:25,20,0.2485,0.6515,0.2078,0.6282,0.012,0.0063,0.0534,0.0098
21,T,IM,CT,CH2,0.2192,0.6337,20.826,32.519,7.292,68.6245466,-149.3277666,873.2,0.9, GPS         ,4/7/2019,22:33:35,25,0.2321,0.6422,0.2091,0.6232,0.006,0.0049,0.0275,0.0078
22,T,IM,CT,CH2,0.2031,0.6044,21.059,31.8,7.84,68.624545,-149.32777,873.9,0.8, GPS         ,4/7/2019,22:33:45,17,0.2221,0.616,0.1877,0.5901,0.0099,0.007,0.0489,0.0116
23,T,IM,CT,CH2,0.223,0.6432,20.771,32.698,7.099,68.6245583,-149.3277883,873.6,0.8, GPS         ,4/7/2019,22:33:56,22,0.2361,0.6537,0.2048,0.633,0.0072,0.0049,0.0323,0.0077
24,T,IM,CT,CH2,0.2156,0.6407,20.878,32.357,7.084,68.6245783,-149.327805,874.2,0.8, GPS         ,4/7/2019,22:35:16,23,0.2295,0.6539,0.1973,0.6213,0.0087,0.0074,0.0405,0.0115
25,T,IM,CT,CH3,0.2382,0.6634,20.559,33.419,6.761,68.6245666,-149.3278766,872.9,0.8, GPS         ,4/7/2019,22:35:24,24,0.255,0.6752,0.219,0.6518,0.0095,0.0067,0.0397,0.0101
26,T,IM,CT,CH3,0.2288,0.6608,20.689,32.971,6.734,68.62456,-149.3278766,872.9,0.8, GPS         ,4/7/2019,22:35:33,26,0.2479,0.6792,0.216,0.6381,0.0081,0.0093,0.0356,0.0141
27,T,IM,CT,CH3,0.2284,0.6617,20.695,32.95,6.707,68.624555,-149.3278683,873.4,0.8, GPS         ,4/7/2019,22:35:42,22,0.2396,0.6697,0.2153,0.6544,0.007,0.0042,0.0305,0.0063
28,T,IM,CT,CH3,0.2428,0.6602,20.495,33.639,6.884,68.62456,-149.3278733,874.2,0.8, GPS         ,4/7/2019,22:35:51,22,0.2553,0.667,0.2316,0.6522,0.006,0.0046,0.0248,0.0069
29,T,IM,CT,CH3,0.2533,0.6601,20.353,34.173,6.997,68.6245616,-149.32788,874.2,0.9, GPS         ,4/7/2019,22:36:01,20,0.2766,0.6739,0.2246,0.6415,0.0135,0.009,0.0533,0.0137
30,T,IM,CT,CH3,0.238,0.663,20.562,33.407,6.77,68.624555,-149.3278766,874.3,0.8, GPS         ,4/7/2019,22:36:09,18,0.2517,0.6726,0.2176,0.6531,0.0076,0.005,0.0321,0.0075
31,T,IM,CT,CH3,0.2399,0.6664,20.535,33.498,6.706,68.624545,-149.3278716,874.7,0.8, GPS         ,4/7/2019,22:36:18,19,0.2518,0.6733,0.2263,0.6612,0.0074,0.0037,0.031,0.0055
32,T,IM,CT,CH3,0.2372,0.6702,20.572,33.372,6.59,68.624545,-149.3278716,875.6,0.8, GPS         ,4/7/2019,22:38:57,22,0.2539,0.6777,0.2175,0.6596,0.0083,0.0051,0.0349,0.0075
33,T,IM,CT,Q2,0.2338,0.6408,20.62,33.203,7.269,68.6245566,-149.3279566,873.7,0.8, GPS         ,4/7/2019,22:39:05,31,0.2478,0.6525,0.2189,0.6324,0.0072,0.0041,0.0307,0.0064
34,T,IM,CT,Q2,0.2398,0.6436,20.536,33.498,7.263,68.62456,-149.3279616,873.3,0.8, GPS         ,4/7/2019,22:39:13,26,0.2605,0.655,0.2257,0.6363,0.0092,0.0045,0.0382,0.007
35,T,IM,CT,Q2,0.2439,0.6563,20.481,33.693,6.99,68.624565,-149.3279566,872.7,0.8, GPS         ,4/7/2019,22:39:21,28,0.2603,0.6647,0.2206,0.6438,0.0082,0.0046,0.0336,0.007
36,T,IM,CT,Q2,0.2433,0.6743,20.488,33.665,6.549,68.6245633,-149.3279516,873.3,0.8, GPS         ,4/7/2019,22:39:28,25,0.2603,0.6843,0.2279,0.6587,0.0081,0.0068,0.0333,0.01
37,T,IM,CT,Q2,0.2456,0.7006,20.456,33.777,5.947,68.6245683,-149.3279416,874.1,0.8, GPS         ,4/7/2019,22:39:37,24,0.258,0.71,0.2347,0.692,0.0057,0.005,0.0231,0.0071
38,T,IM,CT,Q2,0.2482,0.7251,20.422,33.908,5.403,68.624565,-149.3279433,874.3,0.8, GPS         ,4/7/2019,22:39:45,25,0.2657,0.7331,0.2337,0.7158,0.0091,0.0049,0.0367,0.0067
39,T,IM,CT,Q2,0.237,0.6643,20.575,33.361,6.727,68.6245633,-149.3279366,874.5,0.8, GPS         ,4/7/2019,22:39:55,20,0.2515,0.6713,0.2196,0.6512,0.009,0.0051,0.0381,0.0076
40,T,IM,CT,Q2,0.2114,0.5654,20.939,32.166,8.928,68.624565,-149.3279333,874.6,0.8, GPS         ,4/7/2019,22:40:31,20,0.2273,0.5758,0.1943,0.5556,0.0098,0.0058,0.0463,0.0103
41,T,IM,CT,Q3,0.2106,0.5881,20.951,32.131,8.333,68.6245883,-149.327955,876.7,0.8, GPS         ,4/7/2019,22:40:39,20,0.2308,0.6077,0.1912,0.5678,0.0104,0.0089,0.0495,0.0151
42,T,IM,CT,Q3,0.2033,0.5296,21.057,31.805,9.781,68.6245816,-149.3279616,876.8,0.8, GPS         ,4/7/2019,22:40:46,19,0.2226,0.5487,0.1828,0.5146,0.0104,0.0089,0.0511,0.0168
43,T,IM,CT,Q3,0.1913,0.5023,21.235,31.284,10.364,68.6245766,-149.32796,877.1,0.8, GPS         ,4/7/2019,22:40:54,25,0.2204,0.517,0.1653,0.4876,0.0118,0.0079,0.0617,0.0158
44,T,IM,CT,Q3,0.1965,0.5074,21.158,31.515,10.296,68.6245766,-149.327955,877.3,0.8, GPS         ,4/7/2019,22:41:01,24,0.2192,0.5277,0.1606,0.4761,0.0151,0.0111,0.0766,0.0218
45,T,IM,CT,Q3,0.1905,0.5275,21.247,31.249,9.663,68.624575,-149.327955,877.3,0.8, GPS         ,4/7/2019,22:41:09,23,0.2159,0.5411,0.1684,0.5047,0.0109,0.008,0.0574,0.0152
46,T,IM,CT,Q3,0.1994,0.5313,21.113,31.633,9.68,68.6245716,-149.3279583,877.1,0.8, GPS         ,4/7/2019,22:41:15,23,0.2169,0.5502,0.187,0.516,0.0081,0.0077,0.0407,0.0145
47,T,IM,CT,Q3,0.193,0.5272,21.209,31.356,9.706,68.624575,-149.3279583,877.3,0.8, GPS         ,4/7/2019,22:41:23,21,0.2091,0.5389,0.1731,0.5145,0.0094,0.0063,0.0487,0.0119
48,T,IM,CT,Q3,0.1984,0.545,21.13,31.599,9.302,68.6245766,-149.3279533,877.4,0.8, GPS         ,4/7/2019,22:42:07,21,0.237,0.5739,0.1752,0.5304,0.0145,0.0106,0.0731,0.0195
49,T,IM,CT,Q4,0.1877,0.551,21.289,31.137,9.011,68.62459,-149.3279683,874.6,0.8, GPS         ,4/7/2019,22:42:16,31,0.2155,0.5679,0.1575,0.5296,0.014,0.0076,0.0747,0.0137
50,T,IM,CT,Q4,0.2012,0.5639,21.089,31.719,8.844,68.62459,-149.3279533,874.4,0.8, GPS         ,4/7/2019,22:42:24,22,0.2284,0.5805,0.1706,0.5477,0.0145,0.0099,0.072,0.0176
51,T,IM,CT,Q4,0.1986,0.5705,21.126,31.602,8.641,68.624585,-149.3279483,874.5,0.8, GPS         ,4/7/2019,22:42:34,26,0.2188,0.5884,0.1733,0.5511,0.012,0.0114,0.0606,0.0199
52,T,IM,CT,Q4,0.195,0.5626,21.179,31.44,8.799,68.6245816,-149.3279516,874.5,0.8, GPS         ,4/7/2019,22:42:42,20,0.2144,0.5766,0.1839,0.5547,0.0074,0.0053,0.0381,0.0094
53,T,IM,CT,Q4,0.2088,0.6042,20.976,32.051,7.908,68.6245783,-149.3279466,875.1,0.8, GPS         ,4/7/2019,22:42:50,22,0.2218,0.6159,0.1898,0.5878,0.0087,0.0073,0.0419,0.0121
54,T,IM,CT,Q4,0.2016,0.6,21.081,31.726,7.93,68.6245716,-149.3279433,875.4,0.8, GPS         ,4/7/2019,22:43:00,24,0.2136,0.6155,0.1919,0.5873,0.0058,0.0074,0.0286,0.0123
55,T,IM,CT,Q4,0.2043,0.5814,21.042,31.85,8.43,68.62457,-149.3279466,875.3,0.8, GPS         ,4/7/2019,22:43:08,25,0.2225,0.5937,0.1798,0.5646,0.0098,0.0079,0.0481,0.0136
56,T,IM,CT,Q4,0.2036,0.5628,21.053,31.819,8.903,68.6245783,-149.3279566,875.4,0.8, GPS         ,4/7/2019,22:43:45,27,0.2304,0.6138,0.1846,0.5281,0.0108,0.0223,0.0529,0.0397
57,T,IM,CT,Q5,0.2153,0.6282,20.882,32.341,7.387,68.6245916,-149.3279683,872.9,0.8, GPS         ,4/7/2019,22:43:53,23,0.2278,0.6462,0.2004,0.6095,0.0068,0.0101,0.0317,0.0161
58,T,IM,CT,Q5,0.221,0.6515,20.801,32.604,6.88,68.624595,-149.3279816,872.4,0.8, GPS         ,4/7/2019,22:44:02,26,0.2408,0.661,0.2013,0.6413,0.0084,0.0056,0.0382,0.0087
59,T,IM,CT,Q5,0.2269,0.6755,20.716,32.882,6.367,68.624595,-149.3279816,872.6,0.8, GPS         ,4/7/2019,22:44:10,22,0.2433,0.6835,0.2104,0.6695,0.0083,0.0041,0.0368,0.006
60,T,IM,CT,Q5,0.2276,0.6726,20.707,32.914,6.442,68.6246033,-149.3279766,873.1,0.8, GPS         ,4/7/2019,22:44:18,20,0.2566,0.6839,0.2144,0.6662,0.01,0.0036,0.0441,0.0054
61,T,IM,CT,Q5,0.2327,0.6754,20.635,33.151,6.423,68.6246,-149.327975,873.7,0.8, GPS         ,4/7/2019,22:44:31,35,0.2441,0.6836,0.2161,0.6687,0.0067,0.0034,0.0289,0.005
62,T,IM,CT,Q5,0.2232,0.6462,20.769,32.706,7.029,68.62459,-149.3279766,873.7,0.8, GPS         ,4/7/2019,22:44:42,16,0.2361,0.6549,0.2143,0.6363,0.007,0.0043,0.0312,0.0066
63,T,IM,CT,Q5,0.2231,0.6632,20.77,32.703,6.621,68.6245866,-149.3279766,873.6,0.8, GPS         ,4/7/2019,22:44:51,28,0.2448,0.6759,0.2046,0.6519,0.0087,0.0058,0.0392,0.0088
64,T,IM,CT,Q5,0.2005,0.6167,21.097,31.682,7.51,68.624585,-149.32796,873.1,0.8, GPS         ,4/7/2019,22:46:22,25,0.2198,0.6268,0.1841,0.6063,0.008,0.0055,0.0398,0.0088
65,T,IM,CT,Q6,0.2202,0.545,20.811,32.571,9.591,68.6245716,-149.327975,875,0.8, GPS         ,4/7/2019,22:46:30,25,0.239,0.5623,0.1982,0.5311,0.0097,0.0068,0.0441,0.0125
66,T,IM,CT,Q6,0.2083,0.5528,20.983,32.028,9.223,68.6245783,-149.32796,875.2,0.8, GPS         ,4/7/2019,22:46:38,29,0.2257,0.5639,0.1922,0.5422,0.0089,0.0058,0.0427,0.0105
67,T,IM,CT,Q6,0.2039,0.5618,21.047,31.83,8.929,68.6245866,-149.3279533,875.7,0.8, GPS         ,4/7/2019,22:46:47,25,0.2158,0.5681,0.1908,0.5536,0.0065,0.004,0.0321,0.0071
68,T,IM,CT,Q6,0.1992,0.5451,21.116,31.625,9.311,68.6245866,-149.3279616,875.8,0.8, GPS         ,4/7/2019,22:46:55,23,0.2172,0.5549,0.18,0.5282,0.0079,0.0064,0.0398,0.0117
69,T,IM,CT,Q6,0.2008,0.5534,21.093,31.695,9.112,68.6245916,-149.32797,876,0.8, GPS         ,4/7/2019,22:47:03,26,0.225,0.5658,0.1877,0.5431,0.0083,0.0065,0.0412,0.0117
70,T,IM,CT,Q6,0.2067,0.5897,21.006,31.956,8.248,68.624595,-149.3279766,876.1,0.8, GPS         ,4/7/2019,22:47:12,26,0.2174,0.5974,0.1874,0.5775,0.0071,0.0045,0.0345,0.0076
71,T,IM,CT,Q6,0.1972,0.5741,21.146,31.538,8.532,68.6246,-149.3279716,876.1,0.8, GPS         ,4/7/2019,22:47:28,24,0.2126,0.5908,0.1722,0.5543,0.009,0.008,0.0455,0.014
72,T,IM,CT,Q6,0.1927,0.5585,21.215,31.35,8.879,68.6245983,-149.327965,875.9,0.8, GPS         ,4/7/2019,22:48:19,22,0.2129,0.5723,0.1626,0.5396,0.0142,0.008,0.0734,0.0143
73,T,IM,CT,Q7,0.2208,0.6282,20.803,32.593,7.442,68.6245933,-149.3279666,872.8,0.8, GPS         ,4/7/2019,22:48:28,26,0.2323,0.6365,0.2036,0.6189,0.007,0.0046,0.0318,0.0072
74,T,IM,CT,Q7,0.2209,0.6174,20.801,32.601,7.712,68.6245983,-149.32797,872.6,0.8, GPS         ,4/7/2019,22:48:36,22,0.2401,0.6299,0.208,0.6041,0.0078,0.0055,0.0352,0.0089
75,T,IM,CT,Q7,0.2109,0.5957,20.945,32.146,8.144,68.6246016,-149.327965,872.7,0.8, GPS         ,4/7/2019,22:48:45,24,0.2225,0.6083,0.1847,0.5876,0.0087,0.0053,0.0411,0.0089
76,T,IM,CT,Q7,0.231,0.6306,20.658,33.075,7.492,68.624595,-149.32797,872.8,0.8, GPS         ,4/7/2019,22:48:53,24,0.2471,0.6365,0.2118,0.623,0.0084,0.0041,0.0364,0.0065
77,T,IM,CT,Q7,0.2462,0.6768,20.447,33.808,6.518,68.6245983,-149.3279816,873.6,0.8, GPS         ,4/7/2019,22:49:02,24,0.2558,0.6845,0.2353,0.6676,0.0053,0.0039,0.0217,0.0058
78,T,IM,CT,Q7,0.2547,0.7037,20.332,34.233,5.954,68.6245983,-149.32798,874.2,0.8, GPS         ,4/7/2019,22:49:10,24,0.2687,0.7201,0.2429,0.6898,0.0069,0.0063,0.0272,0.009
79,T,IM,CT,Q7,0.2553,0.7134,20.325,34.263,5.73,68.6245933,-149.3279783,874.5,0.8, GPS         ,4/7/2019,22:49:20,21,0.2712,0.7258,0.2391,0.7041,0.0081,0.0049,0.0317,0.0068
80,T,IM,CT,Q7,0.2456,0.6986,20.457,33.78,5.994,68.6245883,-149.3279733,874.8,0.8, GPS         ,4/7/2019,22:52:38,27,0.2638,0.7162,0.2281,0.6846,0.0093,0.0075,0.0381,0.0107
81,T,IM,CT,Q8,0.2151,0.5944,20.885,32.333,8.223,68.6246166,-149.32796,874.1,0.8, GPS         ,4/7/2019,22:52:45,25,0.2309,0.6043,0.1962,0.5743,0.0082,0.0071,0.038,0.0119
82,T,IM,CT,Q8,0.2,0.5355,21.105,31.658,9.577,68.624615,-149.3279583,874.2,0.8, GPS         ,4/7/2019,22:52:53,24,0.2171,0.5435,0.182,0.5233,0.0087,0.0047,0.0435,0.0087
83,T,IM,CT,Q8,0.188,0.5135,21.284,31.139,10.009,68.62461,-149.3279566,874.4,0.8, GPS         ,4/7/2019,22:53:01,20,0.204,0.5243,0.1733,0.5055,0.0079,0.0053,0.0419,0.0104
84,T,IM,CT,Q8,0.1922,0.518,21.219,31.321,9.945,68.624605,-149.3279533,874.5,0.8, GPS         ,4/7/2019,22:53:09,28,0.2042,0.5283,0.1809,0.5085,0.006,0.0048,0.0312,0.0092
85,T,IM,CT,Q8,0.1992,0.5351,21.116,31.626,9.578,68.6246016,-149.3279466,874.7,0.8, GPS         ,4/7/2019,22:53:17,23,0.2142,0.5427,0.1758,0.5202,0.009,0.005,0.0452,0.0094
86,T,IM,CT,Q8,0.2243,0.5972,20.753,32.756,8.26,68.6245966,-149.3279566,874.9,0.8, GPS         ,4/7/2019,22:53:25,21,0.2357,0.6073,0.2093,0.5871,0.0065,0.0051,0.029,0.0086
87,T,IM,CT,Q8,0.2189,0.6458,20.83,32.513,6.995,68.6245966,-149.3279666,875.3,0.8, GPS         ,4/7/2019,22:53:32,28,0.2348,0.6584,0.1912,0.6217,0.011,0.0081,0.0502,0.0125
88,T,IM,CT,Q8,0.2158,0.652,20.874,32.369,6.819,68.6245983,-149.3279666,875.1,0.8, GPS         ,4/7/2019,22:58:22,28,0.2331,0.6644,0.19,0.6428,0.0095,0.0044,0.0438,0.0067
89,T,IM,EX,CH1,0.1802,0.5073,21.401,30.81,10.072,68.6244466,-149.327075,872.9,0.9, GPS         ,4/7/2019,22:58:33,23,0.1951,0.5176,0.1669,0.4932,0.0067,0.0063,0.0372,0.0125
90,T,IM,EX,CH1,0.1898,0.497,21.256,31.221,10.489,68.6244483,-149.3270616,872.6,0.9, GPS         ,4/7/2019,22:58:42,21,0.2115,0.5092,0.1654,0.4835,0.0101,0.0065,0.0532,0.0131
91,T,IM,EX,CH1,0.1989,0.5283,21.121,31.613,9.756,68.6244483,-149.3270616,872.3,0.9, GPS         ,4/7/2019,22:58:53,36,0.2206,0.5431,0.1808,0.5131,0.0089,0.0067,0.045,0.0127
92,T,IM,EX,CH1,0.1968,0.5313,21.153,31.52,9.647,68.6244483,-149.3270516,872.7,0.9, GPS         ,4/7/2019,22:59:07,34,0.2181,0.5461,0.1756,0.5127,0.0102,0.0085,0.0517,0.0159
93,T,IM,EX,CH1,0.2144,0.5591,20.894,32.306,9.134,68.6244483,-149.3270533,872.8,0.9, GPS         ,4/7/2019,22:59:17,36,0.24,0.5732,0.1933,0.5485,0.01,0.0058,0.0464,0.0104
94,T,IM,EX,CH1,0.187,0.5026,21.307,31.129,10.304,68.6244433,-149.3270516,872.9,0.9, GPS         ,4/7/2019,22:59:35,42,0.2115,0.5274,0.0257,0.4911,0.0265,0.0068,0.1415,0.0135
95,T,IM,EX,CH1,0.1776,0.4649,21.443,30.707,11.222,68.62443,-149.3270333,872.8,0.9, GPS         ,4/7/2019,22:59:46,35,0.2091,0.5297,0.1586,0.4171,0.0125,0.0296,0.0704,0.0638
96,T,IM,EX,CH1,0.1895,0.5149,21.262,31.206,9.993,68.6244433,-149.3270283,873.4,0.9, GPS         ,4/7/2019,23:00:37,41,0.2118,0.544,0.1515,0.4729,0.0108,0.0134,0.057,0.026
97,T,IM,EX,CH2,0.2097,0.5973,20.963,32.089,8.089,68.6244366,-149.3270983,875.7,0.9, GPS         ,4/7/2019,23:00:54,29,0.235,0.6087,0.1883,0.584,0.0093,0.0065,0.0445,0.0108
98,T,IM,EX,CH2,0.2051,0.6126,21.08,32.009,7.671,68.6244416,-149.3270966,876.1,0.9, GPS         ,4/7/2019,23:01:04,38,0.2438,0.629,-0.1252,0.5222,0.0553,0.0166,0.2696,0.0271
99,T,IM,EX,CH2,0.2104,0.6237,20.953,32.12,7.444,68.624445,-149.3270883,876.1,0.9, GPS         ,4/7/2019,23:01:16,37,0.2357,0.6439,0.1928,0.6085,0.0088,0.007,0.0417,0.0112
100,T,IM,EX,CH2,0.2215,0.6024,20.816,32.702,8.093,68.62445,-149.327085,876,0.9, GPS         ,4/7/2019,23:01:37,37,0.2458,0.62,-0.0159,0.3129,0.0404,0.0486,0.1824,0.0806
101,T,IM,EX,CH2,0.2444,0.6345,20.473,33.719,7.541,68.6244416,-149.32708,876.4,0.9, GPS         ,4/7/2019,23:02:02,38,0.258,0.6508,0.2292,0.6138,0.0068,0.009,0.0279,0.0142
102,T,IM,EX,CH2,0.2379,0.6322,20.563,33.405,7.528,68.62443,-149.327075,876.6,0.9, GPS         ,4/7/2019,23:02:14,24,0.2529,0.6504,0.2155,0.6193,0.0086,0.0094,0.0361,0.0149
103,T,IM,EX,CH2,0.2257,0.6162,20.734,32.821,7.794,68.624435,-149.32708,876.7,0.9, GPS         ,4/7/2019,23:02:31,32,0.2429,0.6296,0.2094,0.5996,0.0072,0.0068,0.032,0.011
104,T,IM,EX,CH2,0.2398,0.6505,20.536,33.491,7.093,68.624435,-149.3270816,875.6,0.9, GPS         ,4/7/2019,23:03:37,35,0.2507,0.6643,0.2298,0.6263,0.0048,0.0115,0.0199,0.0177
105,T,IM,EX,CH3,0.22,0.6164,20.815,32.561,7.726,68.6244633,-149.3270916,874.7,0.9, GPS         ,4/7/2019,23:03:49,28,0.2427,0.6275,0.1979,0.6064,0.0103,0.0051,0.0468,0.0083
106,T,IM,EX,CH3,0.2163,0.5964,20.875,32.42,8.199,68.6244566,-149.3271116,874.9,0.9, GPS         ,4/7/2019,23:04:02,43,0.2406,0.6368,0.0672,0.5846,0.0255,0.0083,0.1178,0.014
107,T,IM,EX,CH3,0.2155,0.5786,20.879,32.351,8.637,68.624455,-149.3271183,874.4,0.9, GPS         ,4/7/2019,23:04:12,33,0.2306,0.5872,0.1996,0.5345,0.0073,0.0087,0.034,0.0151
108,T,IM,EX,CH3,0.2176,0.5926,20.848,32.45,8.3,68.6244566,-149.3271166,874.7,0.9, GPS         ,4/7/2019,23:04:28,32,0.2386,0.6067,0.19,0.5671,0.0087,0.0083,0.0401,0.0141
109,T,IM,EX,CH3,0.2251,0.6084,20.742,32.795,7.984,68.6244516,-149.3271133,874.7,0.9, GPS         ,4/7/2019,23:04:44,29,0.2423,0.628,0.2089,0.5855,0.008,0.0118,0.0357,0.0193
110,T,IM,EX,CH3,0.2108,0.588,21.057,32.357,8.377,68.6244533,-149.3271066,874.2,0.9, GPS         ,4/7/2019,23:04:56,36,0.2367,0.6031,-0.2356,0.5226,0.076,0.0126,0.3606,0.0215
111,T,IM,EX,CH3,0.219,0.6053,20.828,32.514,7.995,68.6244533,-149.327105,873.8,0.9, GPS         ,4/7/2019,23:05:13,54,0.2395,0.6258,0.2015,0.5852,0.0084,0.01,0.0383,0.0166
112,T,IM,EX,CH3,0.2223,0.5583,20.782,32.664,9.257,68.62445,-149.32711,873.5,0.9, GPS         ,4/7/2019,23:07:37,48,0.2359,0.5791,0.2076,0.5428,0.0075,0.0063,0.0338,0.0113
113,T,IM,EX,Q1,0.2351,0.6424,20.601,33.268,7.242,68.624505,-149.3270316,874.2,0.9, GPS         ,4/7/2019,23:07:45,30,0.251,0.6557,0.2237,0.6327,0.0069,0.0064,0.0295,0.01
114,T,IM,EX,Q1,0.2372,0.6328,20.572,33.37,7.505,68.6245083,-149.3270283,874.3,0.9, GPS         ,4/7/2019,23:07:51,36,0.2482,0.6416,0.2167,0.6238,0.0067,0.0044,0.0283,0.007
115,T,IM,EX,Q1,0.2587,0.6741,20.278,34.436,6.704,68.6245083,-149.327025,874.4,0.9, GPS         ,4/7/2019,23:07:58,38,0.2692,0.6845,0.2458,0.6659,0.0055,0.0041,0.0213,0.0061
116,T,IM,EX,Q1,0.2535,0.6591,20.348,34.172,7.022,68.624505,-149.327025,874.5,0.9, GPS         ,4/7/2019,23:08:06,33,0.2688,0.6748,0.2394,0.6464,0.0058,0.0059,0.023,0.009
117,T,IM,EX,Q1,0.23,0.5844,20.693,33.098,8.665,68.6245033,-149.327025,874.3,0.9, GPS         ,4/7/2019,23:08:17,36,0.2516,0.6031,0.003,0.4723,0.0389,0.0201,0.1692,0.0344
118,T,IM,EX,Q1,0.2337,0.578,20.621,33.2,8.877,68.6245033,-149.3270183,873.7,0.9, GPS         ,4/7/2019,23:08:24,27,0.2475,0.5871,0.2245,0.57,0.0059,0.0041,0.0255,0.007
119,T,IM,EX,Q1,0.2287,0.5749,20.692,32.965,8.898,68.6245016,-149.32702,873.4,0.9, GPS         ,4/7/2019,23:08:31,35,0.2499,0.5876,0.206,0.5513,0.0096,0.0076,0.0419,0.0133
120,T,IM,EX,Q1,0.2355,0.599,20.596,33.29,8.35,68.6245033,-149.3270233,873.4,0.9, GPS         ,4/7/2019,23:08:39,33,0.2628,0.63,0.2057,0.5648,0.0102,0.0185,0.0431,0.0308
121,T,IM,EX,Q2,0.2452,0.6023,20.462,33.756,8.377,68.6244966,-149.3270516,873.5,0.9, GPS         ,4/7/2019,23:09:27,30,0.2563,0.618,0.2309,0.581,0.0065,0.0087,0.0263,0.0145
122,T,IM,EX,Q2,0.2352,0.5568,20.6,33.272,9.472,68.6244966,-149.3270466,873.4,0.9, GPS         ,4/7/2019,23:09:34,35,0.2475,0.5795,0.221,0.5462,0.0068,0.0072,0.0291,0.0128
123,T,IM,EX,Q2,0.2462,0.5854,20.448,33.81,8.841,68.6245016,-149.32705,873.5,0.9, GPS         ,4/7/2019,23:09:42,43,0.261,0.5984,0.2246,0.5701,0.0071,0.0057,0.0288,0.0098
124,T,IM,EX,Q2,0.2692,0.6546,20.139,34.981,7.302,68.6244983,-149.3270466,873.8,0.9, GPS         ,4/7/2019,23:09:49,38,0.2843,0.6671,0.2514,0.6353,0.0075,0.0076,0.0277,0.0116
125,T,IM,EX,Q2,0.2652,0.6364,20.192,34.77,7.727,68.6244966,-149.32704,874.4,0.9, GPS         ,4/7/2019,23:09:57,35,0.2872,0.6454,0.2519,0.6285,0.0061,0.0036,0.0231,0.0057
